id,entityName,registerDateMinistry,Euregister,category,ministries,parliamentActivity,representatives,clients,registerDate,expirationDate,subject,st1,st2,st3,st4,st5,st6,st7,st8,st9,st10,st11,st12,st13,st14,st15,st16,st17,st18,st19,st20,st21,,,
1,Polska Kompania Doradcza Sp. z o.o.,2006-03-14,Nie,Nie dotyczy,Ministerstwo Sprawiedliwości,Nie,,,,,,,,,,,,,,,,,,,,1,,,,,,
2,Pleon Sp. z o.o.,2006-03-14,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Majchrzak Krzysztof,b.d.,Nie,Nie dotyczy,Ministerstwo Sportu i Turystyki,Tak,Krzysztof Majchrzak,Sekcja Ratująca Międzyszkolny Ośrodek Sportowy nr 5 w Instytucie Reumatologii,7/2/2011,26/4/2011,Działalność na rzecz ratowania Międzyszkolnego Ośrodka Sportowego nr 5 w Instytucje Reumatologii w Warszawie,,,,,,,,,,1,,,,,,,,1,,,
244,Fundacja OPOR,2012-04-27,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Witold Zakrzewski,"Amatorska Służba Radiokomunikacyjna, Liga Obrony Kraju, Chorągiew Stołeczna Związku Harcerstwa Polskiego, Polski Związek Radioorientacji Sportowej, Stowarzyszenie Krótkofalowców Regionu Łódzkiego, Stowarzyszenie Sympatyków Radia MANUFAKTURA",2/1/2015,31/12/2015,"Prawo telekomunikacyjne, prawo oświatowe, prawo ochrony środowiska i inne prawa stanowiące prace legislacyjne Sejmu RP i Senatu RP. Podmiot działa również w zakresie ochrony praw i rzecznictwa na rzecz: Służby Radiokomunikacyjnej Amatorskiej i organizacji pozarządowych działających w środowisku Służby Radiokomunikacyjnej Amatorskiej, łączności na wypadek zagrożeń w sytuacjach kryzysowych, łączności służbowej, edukacji dzieci i młodzieży, ochrony zdrowia.(....)",,,,,,,,,,,,,,,,,,,,,
244,Fundacja OPOR,2012-04-27,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Witold Zakrzewski,"Amatorska Służba Radiokomunikacyjna, Liga Obrony Kraju, Chorągiew Stołeczna Związku Harcerstwa Polskiego, Polski Związek Radioorientacji Sportowej, Stowarzyszenie Krótkofalowców Regionu Łódzkiego, Stowarzyszenie Sympatyków Radia MANUFAKTURA",28/12/2016,31/12/2016,"Prawo telekomunikacyjne, prawo oświatowe, prawo ochrony środowiska i inne prawa stanowiące prace legislacyjne Sejmu RP i Senatu RP. Podmiot działa również w zakresie ochrony praw i rzecznictwa na rzecz: Służby Radiokomunikacyjnej Amatorskiej i organizacji pozarządowych działających w środowisu Służby Radiokomunikacyjnej Amatorskiej, łączności na wypadek zagrożeń w sytuacjach kryzysowych, łączności służbowej, edukacji dzieci i młodzieży, ochrony zdrowia (....)",,,,,,,,,,,,,,,,,,,,,
244,Fundacja OPOR,2012-04-27,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Witold Zakrzewski,"Stowarzyszenie Krótkofalowców Regionu Łódzkiego, Stowarzyszenie Sympatyków Radia MANUFAKTURA, Stowarzyszenie RAZEM GŁOŚNIEJ, Ogólnopolskie Porozumienie Organizacji Radioamatorskich, Stowarzyszenie Mieszkańców i Przyjaciół Kolonii Wawelberga, Fundacja im. Ludwiki i Hipolita małżonków Wawelberg, Fundacja JEDEN MURANÓW",2/1/2018,31/12/2018,"Prawo telekomunikacyjne, prawo oświatowe, prawo ochrony środowiska i innych praw stanowiących prace legislacyjne Sejmu RP i Senatu RP. Podmiot działa również w zakresie ochrony praw i rzecznictwa na rzecz: Służby Radiokomunikacyjnej Amatorskiej, łączności na wypadek zagrożeń w sytuacjach kryzysowych, łączności służbowej, edukacji dzieci i młodzieży, ochrony zdrowia. Działa w zakresie rzeczniczej w przypadku prawa budowlanego, prawa ochrony środowiska (....)",,,,,,,,,,,,,,,,,,,,,
244,Fundacja OPOR,2012-04-27,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Witold Zakrzewski,"Polski Związek Radioorientacji Sportowej, Stowarzyszenie Krótkofalowców Regionu Łódzkiego, Stowarzyszenie Sympatyków Radia Manufaktura, Stowarzyszenie Razem Głośniej, Ogólnopolskie Porozumienie Organizacji Radioamatorskich, Stowarzyszenie Mieszkańców i Przyjaciół Kolonii Wawelberga, Fundacja im. Ludwiki i Hipolita małżonków Wawelberg, Fundacja Jeden Muranów",3/1/2017,31/12/2017,"Prawo telekomunikacyjne, prawo oświatowe, prawo ochrony środowiska i innych praw stanowiących prace legislacyjne Sejmu RP i Senatu RP. Podmiot działa również w zakresie ochrony praw i rzecznictwa na rzecz: Służby Radiokomunikacyjnej Amatorskiej, łączności na wypadek zagrożeń w sytuacjach kryzysowych, łączności służbowej, edukacji dzieci i młodzieży, ochrony zdrowia. Działa w zakresie rzeczniczej w przypadku prawa budowlanego, prawa ochrony środowiska prawa gospodarczego, prawa finansowego, prawa o stowarzyszeniach i o fundacjach, sportu, turystyki, szkolnictwa wyższego, nauki, badań naukowych",,,,,,,,,,,,,,,,,,,,,
245,Przemysław Ratowicz,2012-05-23,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Przemysław Ratowicz,"Stowarzyszenie na Rzecz Racjonalnej i Efektywnej Polityki Narkotykowej ""Wolne Konopie""",4/4/2013,31/12/2013,Ochrona praw pacjentów leczących się medyczną marihuaną,,,,,,,,,,,,,,,,,,,,,
245,Przemysław Ratowicz,2012-05-23,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Przemysław Ratowicz,"Stowarzyszenie na Rzecz Racjonalnej i Efektywnej Polityki Narkotykowej ""Wolne Konopie""",18/2/2016,31/12/2016,Interesy pacjentów medycznej marihuany,,,,,,,,,,,,,,,,,,,,,
246,Jakub Gajewski,2012-05-23,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Jakub Gajewski,"Stowarzyszenie na Rzecz Racjonalnej i Efektywnej Polityki Narkotykowej ""Wolne Konopie""",12/3/2013,31/12/2013,Ochrona praw pacjentów używających marihuany oraz reprezentowanie interesów użytkowników,,,,,,,,,,,,,,,,,,,,,
246,Jakub Gajewski,2012-05-23,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Jakub Gajewski,"Stowarzyszenie na Rzecz Racjonalnej i Efektywnej Polityki Narkotykowej ""Wolne Konopie""",18/2/2016,31/12/2016,"Interesy pacjentów medycznej marihuany, rolników uprawiających konopie na cele przemysłowe, użytkowników konopi represjonowanych przez ustawę o przeciwdziałaniu narkomanii",,,,,,,,,,,,,,,,,,,,,
247,Dla Piper Wiater – spółka komandydowa,2012-06-05,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Cabaj,DUON Dystrybucja S.A.,10/1/2014,31/12/2014,"Ochrona interesów podmiotów prowadzących działalność gospodarczą, w związku z wprowadzeniem w Polsce regulacji podatkowych, które negatywnie wpłyną na ich działalność",,,,,,,,,,,,,,,,,,,,,
247,Dla Piper Wiater – spółka komandydowa,2012-06-05,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Bartosz Matusik,DUON Dystrybucja S.A.,10/1/2014,31/12/2014,"Ochrona interesów podmiotów prowadzących działalność gospodarczą, w związku z wprowadzeniem w Polsce regulacji podatkowych, które negatywnie wpłyną na ich działalność",,,,,,,,,,,,,,,,,,,,,
247,Dla Piper Wiater – spółka komandydowa,2012-06-05,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marcin Matyka,Związek Importerów i Producentów Sprzętu Elektrycznego i Elektronicznego Branży RTV i IT (ZIPSEE); Śląski Związek Gmin i Powiatów,25/2/2015,31/12/2015,"Ochrona interesów podmiotów prowadzących działalność gospodarczą, w związku z wprowadzeniem w Polsce regulacji podatkowych, które negatywnie wpływają na ich działalność",,,,,,,,,,,,,,,,,,,,,
248,Damian Homel,2012-06-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Echo Consulting,2012-07-02,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"TaylorWessing E|N|W|C E. Stobiecka, Kancelaria Prawna Sp.k.",2012-07-05,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Dariusz Sikora,2012-07-27,Nie,Nie dotyczy,Ministerstwo Sprawiedliwości,Tak,Dariusz Sikora,"Lindorff SA, Kredyt Inkaso SA, Rączkowki, Kwieciński Adwokaci Sp.j., Ultimo SA, Intrum Justitia Sp. z o.o., SAF SA",10/1/2018,31/12/2018,"Ustawa o komornikach sądowych i ustawa o kosztach komorniczych. Ustawa Kodeks cywilny, Kodeks postępowania cywilnego. Kodeks spółek handlowych, ustawa o restrukturyzacji i ustawa upadłościowa",,,,,,,,,,,,,,,,,,,,,
252,PWC Polska Sp. z o.o.,2012-08-23,Nie,Nie dotyczy,Ministerstwo Finansów,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Adam Szelążek,2012-08-27,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Andrzej Dołecki,2012-09-12,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Andrzej Dołecki,"Stowarzyszenie na Rzecz Racjonalnej i Efektywnej Polityki Narkotykowej ""Wolne Konopie""",6/11/2012,31/12/2012,"ostęp do informacji publicznej, ochrona zdrowia publicznego",,,,,,,,,,,,,,,,,,,,,
255,Przemysław Badziąg,2012-09-17,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Grzegorz Prujszczyk,2012-09-17,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Fundacja THESAURUS,2012-10-04,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Stowarzyszenie Polskie Forum Transportu,2012-10-12,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Rafał Warzecha,2012-10-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Instytut Północny,2012-10-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Public Affairs Jarosław Wereszczyński,2012-10-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Sat-Guard Defence Sp. z o.o.,2012-11-07,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Centras Public&Government Affairs Tomasz Zapalski,2012-11-12,Nie,Nie dotyczy,Ministerstwo Nauki i Szkolnictwa Wyższego,Tak,Tomasz Zapalski,"Aesculap Chifa sp. z o.o.; Polskie Towarzystwo Pielęgniarskie; Stowarzyszenie Pacjentów Chorych na HCV ""Prometeusze""; Poznański Inkubator Przedsiębiorczości",30/1/2014,31/12/2014,"Regulacje z zakresu wyrobów medycznych, działalności leczniczej. Kodeksu pracy, komercjalizacji, przedsiębiorczości, oświaty i szkolnictwa wyższego, innowacyjnych technologii",,,,,,,,,,,,,,,,,,,,,
264,Sławomir Dziedzianowicz,2012-11-14,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
265,BMME Radcowie Prawni Majkowski i Wspólnicy Sp. K.,2012-11-28,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Radziewski i Wosik – Kancelaria Prawna Spółka jawna,2012-11-28,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Unilob Witold Michałek Wspólnik Spółki Cywilnej,2012-11-30,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Podlaska Grupa Innowacyjno-Wdrożeniowa  Dawild  Sp. z o.o.,2012-12-04,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Bogusław Dojlida,"Fundacja ""Legios""",22/3/2016,31/12/2016,"Modernizacja, zmiana, likwidacja wszelkich przeszkód ułomności, wypaczń legislacyjnych, organizacyjnych, stosunków i praktyki życia społecznego w RP począwszy od zapisów zasadniczych konstytucyjnych, poprzez prawo na jej podstawie stanowione i wynikające z tego działanie władzy naczelnej oraz organów centralnych jak również niższych szczebli decyzyjnych i wykonawczych w ramach trójpodziału władzy. Dążenie do spowodowania faktycznej odpowiedzialności osób zajmujących się w imieniu instytucji i organów państwowych działaniem prawotwórczym, decyzyjnym i wykonawczym za swoje czyny",,,,,,,,,,,,,,,,,,,,,
268,Podlaska Grupa Innowacyjno-Wdrożeniowa  Dawild  Sp. z o.o.,2012-12-04,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Bogusław Dojlida,"Fundacja ""Legios""",3-4-2018,31-12-2018,"Odpowiedzialność osób zajmujących się w imieniu instytucji i organów państwa działaniem prawotwórczym, decyzyjnym i wykonawczym za swoje czyny.",,,,,,,,,,,,,,,,,,,,,
269,Bartosz Gach,2012-12-13,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Janusz Aziewicz,Ogólnopolskie Stowarzyszenie Pracowników Wydziałów Komunikacji,8/7/2013,31/12/2013,"Interes pracowników wydziałów komunikacji reprezentowany przez Ogólnopolskie Stowarzyszenie Pracowników Wydziałów Komunikacji w zakresie zmiany ustawy: o kierujących pojazdami, o transporcie drogowym, Prawo o ruchu drogowym",,,,,,,,,,,,,,,,,,,,,
270,Warmińsko-Mazurska Fundacja Bezpieczeństwa Ruchu Drogowego,2012-12-28,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Krzysztof Dąbkowski,Ogólnopolskie Stowarzyszenie Pracowników Wydziałów Komunikacji,8/7/2013,31/12/2013,"Interes pracowników wydziałów komunikacji reprezentowany przez Ogólnopolskie Stowarzyszenie Pracowników Wydziałów Komunikacji w zakresie zmiany ustawy: o kierujących pojazdami, o transporcie drogowym, Prawo o ruchu drogowym",,,,,,,,,,,,,,,,,,,,,
270,Warmińsko-Mazurska Fundacja Bezpieczeństwa Ruchu Drogowego,2012-12-28,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Błażej Kopka,Ogólnopolskie Stowarzyszenie Pracowników Wydziałów Komunikacji,8/7/2013,31/12/2013,"Interes pracowników wydziałów komunikacji reprezentowany przez Ogólnopolskie Stowarzyszenie Pracowników Wydziałów Komunikacji w zakresie zmiany ustawy: o kierujących pojazdami, o transporcie drogowym, Prawo o ruchu drogowym",,,,,,,,,,,,,,,,,,,,,
270,Warmińsko-Mazurska Fundacja Bezpieczeństwa Ruchu Drogowego,2012-12-28,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marek Rakowski,Ogólnopolskie Stowarzyszenie Pracowników Wydziałów Komunikacji,8/7/2013,31/12/2013,"Interes pracowników wydziałów komunikacji reprezentowany przez Ogólnopolskie Stowarzyszenie Pracowników Wydziałów Komunikacji w zakresie zmiany ustawy: o kierujących pojazdami, o transporcie drogowym, Prawo o ruchu drogowym",,,,,,,,,,,,,,,,,,,,,
270,Warmińsko-Mazurska Fundacja Bezpieczeństwa Ruchu Drogowego,2012-12-28,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Janusz Czarnecki,2012-12-28,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Kancelaria Prawna  Pactum  Ł. Jaroszewski Spółka Komandytowa,2013-01-11,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Kancelaria Prawna  Świeca i Wspólnicy  Spółka Komandytowa,2013-01-24,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Stowarzyszenie  Gdański Klub Biznesu,2013-02-07,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Stefan Kałużny,2013-02-13,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Lewandowski i Rogowski Radcowie Prawni i Adwokaci Spółka Partnerska,2013-03-04,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Stowarzyszenie Wolny Poker,2013-03-06,Nie,Nie dotyczy,Ministerstwo Finansów,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Fortak & Karasiński Radcowie Prawni Spółka Partnerska,2013-03-06,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Aleksandra Kalinowska,2013-03-15,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Paweł Tanajno,2013-03-18,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Vision Group Spółka z ograniczoną odpowiedzialnością  S.K.A.,2013-03-27,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Cedar Services Spółka z ograniczoną odpowiedzialnością,2013-04-02,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Michał Labocha,Zarząd Wywiadu Ekonomicznego S.A.,20/5/2013,31/12/2013,"Działanie na rzecz zmian w ustawodawstwie dotyczącym zapobiegania i zwalczania przestępczości, ochrony prywatności i szeroko pojętego bezpieczeństwa biznesowego i osobistego oraz spraw społecznych, w szczególności osób poszkodowanych i niepełnosprawnych a także ustawodawstwa pokrewnego. Porozumienie współpracy sektora publicznego i prywatnego w zakresie bezpieczeństwa. Promowanie nowoczesnych rozwiązań w zakresie bezpieczeństwa biznesu i osobistego",,,,,,,,,,,,,,,,,,,,,
283,PAULO. Michał Labocha,2013-04-02,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"Parulski i Wspólnicy, Szymon Parulski Wojciech Krok doradcy podatkowi Spółka cywilna",2013-04-10,Nie,Nie dotyczy,Ministerstwo Finansów,Tak,Łukasz Baranowski,PAULO. Michał Labocha,21/3/2016,31/12/2016,Detektywistyka. Ochrona osób i mienia. Broń palna i amunicja,,,,,,,,,,,,,,,,,,,,,
285,Zarząd Wywiadu Ekonomicznego S.A.,2013-04-16,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Hubert Wodzyński,PAULO. Michał Labocha,21/3/2016,31/12/2016,Detektywistyka. Ochrona osób i mienia. Broń palna i amunicja,,,,,,,,,,,,,,,,,,,,,
285,Zarząd Wywiadu Ekonomicznego S.A.,2013-04-16,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Łukasz Baranowski,PAULO. Michał Labocha,3/2/2017,31/12/2017,Detektywistyka. Ochrona osób i mienia. Broń palna i amunicja,,,,,,,,,,,,,,,,,,,,,
285,Zarząd Wywiadu Ekonomicznego S.A.,2013-04-16,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Kancelaria Podatkowa Tax Lucyna Banaś,2013-06-07,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Michał Kozłowski,2013-07-02,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Whitestonelegal Tymon Kulczycki,2013-07-12,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Nabru Patryk Urban,2013-07-22,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
290,ADAM GABRYELÓW Adam Gabryelów 4SIGHT MARKETING,2013-07-23,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Dawid Kawiorski,2013-09-27,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Marcin Kiliański,2013-10-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Piotr Kowalczyk,2013-10-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Kancelaria Radcy Prawnego Tomasz Dauerman,2013-10-14,Nie,Nie dotyczy,Ministerstwo Sportu i Turystyki,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Janusz Lewandowski,2013-10-30,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Kancelaria Doradztwa Biznesowego Katarzyna Niedużak,2013-11-07,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Piotr Wojciech Szubartowski,2013-11-28,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Underwood Sp. z o.o.,2014-01-15,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Kancelaria Celna Jakub Okoń,2014-01-16,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Fishermen Sp. z o.o.,2014-01-20,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,2014-02-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Aleksander Adamiecki,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,17/3/2015,31/12/2015,Typowanie polskich przedsiębiorstw do wdrażania programu autorskiego budownictwa pasywnego oraz energooszczędnego na terytorium Rzeczypospolitej Polskiej,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,2014-02-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Stanisław Jarzyna,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,16/2/2015,31/12/2015,Typowanie polskich przedsiębiorstw do wdrażania programu centralnego budownictwa pasywnego-energooszczędnego na terenie Rzeczypospolitej Polskiej na rzecz PIBPiEO w Gdańsku. Działalność na rzecz ochrony środowiska i energii odnawialnej,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,2014-02-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Karolak,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,17/3/2015,31/12/2015,Typowanie polskich przedsiębiorstw do wdrażania programu autorskiego budownictwa pasywnego oraz energooszczędnego na terytorium Rzeczypospolitej Polskiej,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,2014-02-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tadeusz Kraszewski,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,16/3/2015,31/12/2015,Typowanie polskich przedsiębiorstw do wdrażania programu autorskiego budownictwa pasywnego oraz energooszczędnościowego na terytorium Rzeczpospolitej Polskiej,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,2014-02-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Erysław Mroczek,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,23/2/2015,31/12/2015,"Typowanie polskich przedsiębiorstw do wdrażania autorskiego programu PIBPiEO w Gdańsku, który jest programem autorskim budownictwa pasywnego i energooszczędnego na terenie Rzeczypospolitej Polskiej",,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,2014-02-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marcin Tomczak,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,16/3/2015,31/12/2015,Typowanie polskich przedsiębiorstw do wdrażania programu autorskiego budownictwa pasywnego oraz energooszczędnościowego na terytorium Rzeczpospolitej Polskiej,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,2014-02-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Aleksander Adamiecki,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,8/2/2016,31/12/2016," typowanie polskich przedsiębiorstw do wdrożenia autorskiego programu budownictwa pasywnego, energooszczędnego i energii odnawialnej na terenie Rzeczpospolitej Polski na rzecz Polskiego Instytutu Budowictwa Pasywnego i Energii Odnawialnej w Gdańsku",,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,2014-02-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Stanisław Jarzyna,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,29/12/2015,31/12/2016,Typowanie oraz analizowanie możliwości prpdukcyjnych polskich przedsiębiorsw do wdrażania programu autorskiego oraz programu UE budownictwa pasywnego i energooszczędnosciowego na terenie Rzeczypospolitej Polskiej,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,2014-02-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Karolak,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,26/1/2016,31/12/2016,"Prowadzenie działalności lobingowej: typowanie polskich przedsiębiorstw do wdrażania autorskiego programu budownictwa pasywnego, energooszczędnosciowego i energi odnawialnej na terenie Rzeczpospolitej Polski na rzecz Polskiego Instytutu Budownictwa Pasywnego i Energii Odnawialnej w Gdańsku",,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,2014-02-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tadeusz Kraszewski,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,8/1/2016,31/12/2016,Typowanie polskich przedsiębiorstw oraz analizowanie możliwości do wdrażania programu autorskiego budownictwa pasywnego i energooszczędnościowego na terytorium Rzeczpospolitej Polskiej,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,2014-02-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Stanisław Jarzyna,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,9/1/2018,31/12/2018,Typowanie polskich przedsiębiorstw do wdrażania autorskiego programu budownictwa pasywnego i energooszczędnościowego na terenie Rzeczypospolitej Polskiej.,,,,,,,,,,,,,,,,,,,,,
301,Polska Fundacja Agroturystyki,2014-02-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marcin Tomczak,Polski Instytut Budownictwa Pasywnego i Energii Odnawialnej,8/3/2018,31/12/2018,Typowanie polskich przedsiębiorstw do wdrażania autorskiego programu budownictwa pasywnego i energooszczędnościowego na terenie Rzeczypospolitej Polskiej,,,,,,,,,,,,,,,,,,,,,
